Iter  Part  GoF  Model_Output  
41  1   2.8610506E+01   2.8610506E+01  
41  2   9.2937963E+00   9.2937963E+00  
41  3   1.2040410E+01   1.2040410E+01  
41  4   9.4507797E+00   9.4507797E+00  
41  5   2.6410683E+00   2.6410683E+00  
41  6   3.4149314E+00   3.4149314E+00  
41  7   3.4230104E+00   3.4230104E+00  
41  8   3.2672920E+00   3.2672920E+00  
41  9   1.2030496E+01   1.2030496E+01  
41  10   1.1856919E+01   1.1856919E+01  
41  11   6.0190533E+00   6.0190533E+00  
41  12   3.6698754E+00   3.6698754E+00  
41  13   6.9299990E+00   6.9299990E+00  
41  14   7.4396004E+00   7.4396004E+00  
41  15   1.5635562E+02   1.5635562E+02  
41  16   1.1728655E+01   1.1728655E+01  
41  17   5.3009410E+00   5.3009410E+00  
41  18   4.8220719E+00   4.8220719E+00  
41  19   4.2643027E+00   4.2643027E+00  
41  20   1.3685263E+01   1.3685263E+01  
41  21   2.8471366E+00   2.8471366E+00  
41  22   1.6205873E+01   1.6205873E+01  
41  23   2.5988021E+00   2.5988021E+00  
41  24   1.3908200E+01   1.3908200E+01  
41  25   2.5938161E+01   2.5938161E+01  
41  26   3.9201812E+00   3.9201812E+00  
41  27   1.5635562E+02   1.5635562E+02  
41  28   3.2153222E+00   3.2153222E+00  
41  29   3.8377807E+02   3.8377807E+02  
41  30   1.6562950E+01   1.6562950E+01  
41  31   5.7649377E+00   5.7649377E+00  
41  32   1.5635562E+02   1.5635562E+02  
41  33   1.0461660E+01   1.0461660E+01  
41  34   7.2515561E+01   7.2515561E+01  
41  35   1.5635562E+02   1.5635562E+02  
41  36   1.0177091E+01   1.0177091E+01  
41  37   4.7780514E+00   4.7780514E+00  
41  38   6.2018678E+00   6.2018678E+00  
41  39   4.1119083E+00   4.1119083E+00  
41  40   1.2846764E+01   1.2846764E+01  
42  1   1.3132560E+01   1.3132560E+01  
42  2   6.7533399E+00   6.7533399E+00  
42  3   2.5154572E+01   2.5154572E+01  
42  4   9.4935776E+00   9.4935776E+00  
42  5   3.7522010E+00   3.7522010E+00  
42  6   7.4418529E+00   7.4418529E+00  
42  7   8.3411995E+00   8.3411995E+00  
42  8   2.5873603E+00   2.5873603E+00  
42  9   8.0263015E+00   8.0263015E+00  
42  10   1.2198032E+01   1.2198032E+01  
42  11   7.0210560E+00   7.0210560E+00  
42  12   2.7941954E+00   2.7941954E+00  
42  13   7.2353028E+00   7.2353028E+00  
42  14   7.5078658E+00   7.5078658E+00  
42  15   8.1597296E+00   8.1597296E+00  
42  16   1.5635562E+02   1.5635562E+02  
42  17   3.4860917E+00   3.4860917E+00  
42  18   3.1725335E+00   3.1725335E+00  
42  19   3.8772818E+00   3.8772818E+00  
42  20   6.0137623E+00   6.0137623E+00  
42  21   2.9547858E+00   2.9547858E+00  
42  22   6.3260709E+00   6.3260709E+00  
42  23   6.4418040E+00   6.4418040E+00  
42  24   4.2959101E+00   4.2959101E+00  
42  25   2.3770289E+01   2.3770289E+01  
42  26   4.1031772E+00   4.1031772E+00  
42  27   1.5635562E+02   1.5635562E+02  
42  28   4.0710404E+01   4.0710404E+01  
42  29   1.5635562E+02   1.5635562E+02  
42  30   1.0506860E+01   1.0506860E+01  
42  31   2.8277859E+00   2.8277859E+00  
42  32   1.1018505E+01   1.1018505E+01  
42  33   1.0174415E+01   1.0174415E+01  
42  34   7.5380107E+01   7.5380107E+01  
42  35   6.5242443E+00   6.5242443E+00  
42  36   3.4100703E+00   3.4100703E+00  
42  37   5.3514752E+00   5.3514752E+00  
42  38   1.3273130E+01   1.3273130E+01  
42  39   7.7769808E+00   7.7769808E+00  
42  40   1.2846764E+01   1.2846764E+01  
43  1   1.0607250E+01   1.0607250E+01  
43  2   1.3908200E+01   1.3908200E+01  
43  3   2.6992965E+01   2.6992965E+01  
43  4   7.8083889E+00   7.8083889E+00  
43  5   4.2308637E+00   4.2308637E+00  
43  6   5.6620563E+00   5.6620563E+00  
43  7   1.2073748E+01   1.2073748E+01  
43  8   6.4393790E+00   6.4393790E+00  
43  9   5.6104488E+00   5.6104488E+00  
43  10   1.1662039E+01   1.1662039E+01  
43  11   1.0951568E+01   1.0951568E+01  
43  12   4.9723391E+00   4.9723391E+00  
43  13   2.7370618E+00   2.7370618E+00  
43  14   7.8535684E+00   7.8535684E+00  
43  15   3.5335757E+00   3.5335757E+00  
43  16   1.5635562E+02   1.5635562E+02  
43  17   4.2678692E+00   4.2678692E+00  
43  18   3.9382161E+00   3.9382161E+00  
43  19   2.8625532E+00   2.8625532E+00  
43  20   3.0405051E+00   3.0405051E+00  
43  21   2.9463871E+00   2.9463871E+00  
43  22   5.9520689E+00   5.9520689E+00  
43  23   1.0132019E+01   1.0132019E+01  
43  24   7.2992404E+00   7.2992404E+00  
43  25   1.6986860E+01   1.6986860E+01  
43  26   4.3265516E+00   4.3265516E+00  
43  27   1.5635562E+02   1.5635562E+02  
43  28   1.3136412E+01   1.3136412E+01  
43  29   1.1888943E+02   1.1888943E+02  
43  30   1.5635562E+02   1.5635562E+02  
43  31   4.4392257E+00   4.4392257E+00  
43  32   2.8415592E+01   2.8415592E+01  
43  33   6.0806156E+00   6.0806156E+00  
43  34   1.5635562E+02   1.5635562E+02  
43  35   3.1085490E+01   3.1085490E+01  
43  36   1.0817172E+01   1.0817172E+01  
43  37   4.0929917E+00   4.0929917E+00  
43  38   1.5955511E+01   1.5955511E+01  
43  39   9.4014014E+00   9.4014014E+00  
43  40   6.4971703E+00   6.4971703E+00  
44  1   7.3058967E+00   7.3058967E+00  
44  2   1.5635562E+02   1.5635562E+02  
44  3   1.5316048E+01   1.5316048E+01  
44  4   7.3479543E+00   7.3479543E+00  
44  5   2.5883969E+00   2.5883969E+00  
44  6   3.1502237E+00   3.1502237E+00  
44  7   1.2062633E+01   1.2062633E+01  
44  8   4.0710404E+01   4.0710404E+01  
44  9   3.4275279E+00   3.4275279E+00  
44  10   1.4562700E+01   1.4562700E+01  
44  11   1.4721087E+01   1.4721087E+01  
44  12   6.6837434E+00   6.6837434E+00  
44  13   4.8133461E+00   4.8133461E+00  
44  14   6.3711862E+00   6.3711862E+00  
44  15   3.7726332E+00   3.7726332E+00  
44  16   1.5635562E+02   1.5635562E+02  
44  17   6.0312782E+00   6.0312782E+00  
44  18   5.0937842E+00   5.0937842E+00  
44  19   2.7056400E+00   2.7056400E+00  
44  20   3.4035334E+00   3.4035334E+00  
44  21   3.2361765E+00   3.2361765E+00  
44  22   7.2243160E+00   7.2243160E+00  
44  23   4.1001583E+01   4.1001583E+01  
44  24   7.8588430E+00   7.8588430E+00  
44  25   9.2493416E+00   9.2493416E+00  
44  26   4.5240070E+00   4.5240070E+00  
44  27   6.1277427E+00   6.1277427E+00  
44  28   3.9825456E+00   3.9825456E+00  
44  29   3.0691759E+00   3.0691759E+00  
44  30   1.5635562E+02   1.5635562E+02  
44  31   1.8315388E+01   1.8315388E+01  
44  32   1.0973218E+01   1.0973218E+01  
44  33   3.8485113E+00   3.8485113E+00  
44  34   1.9397546E+01   1.9397546E+01  
44  35   2.3405594E+01   2.3405594E+01  
44  36   3.2391683E+01   3.2391683E+01  
44  37   1.3908200E+01   1.3908200E+01  
44  38   1.2472460E+01   1.2472460E+01  
44  39   4.0330629E+00   4.0330629E+00  
44  40   5.2887913E+00   5.2887913E+00  
45  1   1.5635562E+02   1.5635562E+02  
45  2   1.5635562E+02   1.5635562E+02  
45  3   3.9683205E+00   3.9683205E+00  
45  4   4.3260423E+00   4.3260423E+00  
45  5   2.7651242E+00   2.7651242E+00  
45  6   3.5396309E+00   3.5396309E+00  
45  7   1.3981719E+01   1.3981719E+01  
45  8   4.1000970E+01   4.1000970E+01  
45  9   6.7182009E+00   6.7182009E+00  
45  10   1.5235273E+01   1.5235273E+01  
45  11   3.7344363E+01   3.7344363E+01  
45  12   1.0145009E+01   1.0145009E+01  
45  13   3.5578303E+00   3.5578303E+00  
45  14   6.2255049E+00   6.2255049E+00  
45  15   4.2974742E+00   4.2974742E+00  
45  16   1.5635562E+02   1.5635562E+02  
45  17   3.3586871E+00   3.3586871E+00  
45  18   6.5719596E+00   6.5719596E+00  
45  19   2.6812940E+00   2.6812940E+00  
45  20   5.1221043E+00   5.1221043E+00  
45  21   4.5251465E+00   4.5251465E+00  
45  22   9.7859426E+00   9.7859426E+00  
45  23   1.5635562E+02   1.5635562E+02  
45  24   8.9649268E+00   8.9649268E+00  
45  25   7.6975282E+00   7.6975282E+00  
45  26   5.0897654E+00   5.0897654E+00  
45  27   1.0476948E+01   1.0476948E+01  
45  28   4.2911957E+00   4.2911957E+00  
45  29   1.5635562E+02   1.5635562E+02  
45  30   6.7865890E+00   6.7865890E+00  
45  31   1.8036838E+01   1.8036838E+01  
45  32   8.8158821E+00   8.8158821E+00  
45  33   4.4313663E+00   4.4313663E+00  
45  34   1.4692235E+01   1.4692235E+01  
45  35   2.1332418E+01   2.1332418E+01  
45  36   9.6141033E+01   9.6141033E+01  
45  37   1.5635562E+02   1.5635562E+02  
45  38   7.4555353E+00   7.4555353E+00  
45  39   3.9242912E+00   3.9242912E+00  
45  40   2.4683741E+00   2.4683741E+00  
46  1   1.5635562E+02   1.5635562E+02  
46  2   2.5773443E+00   2.5773443E+00  
46  3   1.4665945E+01   1.4665945E+01  
46  4   5.2676921E+00   5.2676921E+00  
46  5   3.8772818E+00   3.8772818E+00  
46  6   3.4767080E+00   3.4767080E+00  
46  7   2.3691992E+01   2.3691992E+01  
46  8   1.0177091E+01   1.0177091E+01  
46  9   8.7884977E+00   8.7884977E+00  
46  10   1.9472643E+01   1.9472643E+01  
46  11   1.7340215E+01   1.7340215E+01  
46  12   8.9571029E+00   8.9571029E+00  
46  13   2.3612960E+00   2.3612960E+00  
46  14   9.2638303E+00   9.2638303E+00  
46  15   7.3178630E+00   7.3178630E+00  
46  16   6.6167098E+00   6.6167098E+00  
46  17   4.8861319E+00   4.8861319E+00  
46  18   3.5339931E+00   3.5339931E+00  
46  19   2.7293896E+00   2.7293896E+00  
46  20   1.2096534E+01   1.2096534E+01  
46  21   4.0277046E+00   4.0277046E+00  
46  22   3.9387356E+00   3.9387356E+00  
46  23   7.7631437E+00   7.7631437E+00  
46  24   8.7703375E+00   8.7703375E+00  
46  25   1.3788604E+01   1.3788604E+01  
46  26   3.7765692E+00   3.7765692E+00  
46  27   3.5519124E+01   3.5519124E+01  
46  28   7.9577765E+00   7.9577765E+00  
46  29   1.5635562E+02   1.5635562E+02  
46  30   9.6677013E+00   9.6677013E+00  
46  31   1.0729941E+01   1.0729941E+01  
46  32   9.1738604E+00   9.1738604E+00  
46  33   2.1319824E+01   2.1319824E+01  
46  34   1.8661904E+01   1.8661904E+01  
46  35   1.2448731E+01   1.2448731E+01  
46  36   2.2877455E+01   2.2877455E+01  
46  37   1.5635562E+02   1.5635562E+02  
46  38   3.4917849E+00   3.4917849E+00  
46  39   2.4455605E+00   2.4455605E+00  
46  40   3.6683624E+00   3.6683624E+00  
47  1   1.5635562E+02   1.5635562E+02  
47  2   1.3257546E+01   1.3257546E+01  
47  3   4.1003026E+01   4.1003026E+01  
47  4   5.0246794E+00   5.0246794E+00  
47  5   3.6069657E+00   3.6069657E+00  
47  6   1.0722440E+01   1.0722440E+01  
47  7   2.4855869E+01   2.4855869E+01  
47  8   8.9993259E+00   8.9993259E+00  
47  9   1.0807474E+01   1.0807474E+01  
47  10   6.3083942E+00   6.3083942E+00  
47  11   2.7258672E+00   2.7258672E+00  
47  12   1.3960583E+01   1.3960583E+01  
47  13   1.2702607E+00   1.2702607E+00  
47  14   7.7446188E+00   7.7446188E+00  
47  15   1.5635562E+02   1.5635562E+02  
47  16   4.1001231E+01   4.1001231E+01  
47  17   5.8405519E+00   5.8405519E+00  
47  18   3.1091987E+00   3.1091987E+00  
47  19   2.7591870E+00   2.7591870E+00  
47  20   1.3181150E+01   1.3181150E+01  
47  21   3.4146561E+00   3.4146561E+00  
47  22   4.6484602E+00   4.6484602E+00  
47  23   8.7654155E+00   8.7654155E+00  
47  24   7.6902702E+00   7.6902702E+00  
47  25   3.9024061E+01   3.9024061E+01  
47  26   3.7917494E+00   3.7917494E+00  
47  27   1.2225389E+02   1.2225389E+02  
47  28   8.9685494E+00   8.9685494E+00  
47  29   1.5635562E+02   1.5635562E+02  
47  30   1.7646894E+01   1.7646894E+01  
47  31   6.6138247E+00   6.6138247E+00  
47  32   3.5520932E+00   3.5520932E+00  
47  33   1.5842001E+01   1.5842001E+01  
47  34   8.9554064E+00   8.9554064E+00  
47  35   2.8494563E+01   2.8494563E+01  
47  36   6.4833437E+00   6.4833437E+00  
47  37   1.5635562E+02   1.5635562E+02  
47  38   3.1936944E+00   3.1936944E+00  
47  39   3.1265369E+00   3.1265369E+00  
47  40   4.2250086E+00   4.2250086E+00  
48  1   8.4341695E+00   8.4341695E+00  
48  2   1.9560412E+01   1.9560412E+01  
48  3   3.2833257E+00   3.2833257E+00  
48  4   3.8193515E+00   3.8193515E+00  
48  5   2.5044496E+00   2.5044496E+00  
48  6   5.5279110E+00   5.5279110E+00  
48  7   1.6817210E+01   1.6817210E+01  
48  8   6.1738347E+00   6.1738347E+00  
48  9   1.9224948E+01   1.9224948E+01  
48  10   3.9018844E+00   3.9018844E+00  
48  11   4.0711426E+01   4.0711426E+01  
48  12   5.3931776E+00   5.3931776E+00  
48  13   1.0731899E+00   1.0731899E+00  
48  14   7.1995470E+00   7.1995470E+00  
48  15   1.5635562E+02   1.5635562E+02  
48  16   7.1672192E+00   7.1672192E+00  
48  17   8.5388590E+00   8.5388590E+00  
48  18   2.2353123E+00   2.2353123E+00  
48  19   2.6914078E+00   2.6914078E+00  
48  20   1.3964132E+01   1.3964132E+01  
48  21   3.3168608E+00   3.3168608E+00  
48  22   3.9241741E+00   3.9241741E+00  
48  23   5.4731747E+00   5.4731747E+00  
48  24   6.7530334E+00   6.7530334E+00  
48  25   3.6004333E+01   3.6004333E+01  
48  26   2.6023928E+00   2.6023928E+00  
48  27   1.5635562E+02   1.5635562E+02  
48  28   1.4665945E+01   1.4665945E+01  
48  29   1.5635562E+02   1.5635562E+02  
48  30   1.0437483E+01   1.0437483E+01  
48  31   5.8872226E+00   5.8872226E+00  
48  32   1.5635562E+02   1.5635562E+02  
48  33   8.7568084E+00   8.7568084E+00  
48  34   1.5635562E+02   1.5635562E+02  
48  35   4.4383158E+01   4.4383158E+01  
48  36   4.6775322E+00   4.6775322E+00  
48  37   2.7046786E+00   2.7046786E+00  
48  38   3.0102681E+00   3.0102681E+00  
48  39   4.6098425E+00   4.6098425E+00  
48  40   3.3895813E+00   3.3895813E+00  
49  1   8.1074452E+00   8.1074452E+00  
49  2   6.2566923E+00   6.2566923E+00  
49  3   8.9877179E+00   8.9877179E+00  
49  4   5.9362492E+00   5.9362492E+00  
49  5   2.4822552E+00   2.4822552E+00  
49  6   3.2165697E+00   3.2165697E+00  
49  7   1.0735199E+01   1.0735199E+01  
49  8   4.2251455E+00   4.2251455E+00  
49  9   2.0933186E+01   2.0933186E+01  
49  10   3.8934866E+00   3.8934866E+00  
49  11   1.0743445E+01   1.0743445E+01  
49  12   4.1471909E+00   4.1471909E+00  
49  13   1.2337124E+00   1.2337124E+00  
49  14   6.1479112E+00   6.1479112E+00  
49  15   1.5635562E+02   1.5635562E+02  
49  16   6.5055251E+00   6.5055251E+00  
49  17   5.8680879E+00   5.8680879E+00  
49  18   2.4777466E+00   2.4777466E+00  
49  19   2.6413631E+00   2.6413631E+00  
49  20   1.5291368E+01   1.5291368E+01  
49  21   2.5368729E+00   2.5368729E+00  
49  22   1.3273216E+01   1.3273216E+01  
49  23   3.4793560E+00   3.4793560E+00  
49  24   7.2379707E+00   7.2379707E+00  
49  25   3.9428668E+01   3.9428668E+01  
49  26   2.6763405E+00   2.6763405E+00  
49  27   1.5635562E+02   1.5635562E+02  
49  28   1.5635562E+02   1.5635562E+02  
49  29   1.5635562E+02   1.5635562E+02  
49  30   3.6186499E+00   3.6186499E+00  
49  31   3.1822077E+00   3.1822077E+00  
49  32   1.5635562E+02   1.5635562E+02  
49  33   1.0415640E+01   1.0415640E+01  
49  34   1.5635562E+02   1.5635562E+02  
49  35   7.2653826E+00   7.2653826E+00  
49  36   7.3949285E+00   7.3949285E+00  
49  37   7.3640236E+00   7.3640236E+00  
49  38   1.1160609E+01   1.1160609E+01  
49  39   4.9401915E+00   4.9401915E+00  
49  40   2.4561204E+00   2.4561204E+00  
50  1   1.5370815E+01   1.5370815E+01  
50  2   6.1671907E+00   6.1671907E+00  
50  3   3.3756483E+00   3.3756483E+00  
50  4   1.3235914E+01   1.3235914E+01  
50  5   2.7837086E+00   2.7837086E+00  
50  6   1.3127553E+01   1.3127553E+01  
50  7   1.7142299E+00   1.7142299E+00  
50  8   3.3518344E+00   3.3518344E+00  
50  9   1.5130856E+01   1.5130856E+01  
50  10   9.8911748E+00   9.8911748E+00  
50  11   1.5635562E+02   1.5635562E+02  
50  12   2.8678647E+00   2.8678647E+00  
50  13   1.3933912E+00   1.3933912E+00  
50  14   7.1216006E+00   7.1216006E+00  
50  15   1.5635562E+02   1.5635562E+02  
50  16   3.7384898E+01   3.7384898E+01  
50  17   7.5139509E+00   7.5139509E+00  
50  18   3.4695000E+00   3.4695000E+00  
50  19   2.6468879E+00   2.6468879E+00  
50  20   7.9984219E+00   7.9984219E+00  
50  21   2.1643027E+00   2.1643027E+00  
50  22   2.7411820E+01   2.7411820E+01  
50  23   3.1538788E+00   3.1538788E+00  
50  24   1.0079145E+01   1.0079145E+01  
50  25   4.3035147E+01   4.3035147E+01  
50  26   3.6835783E+00   3.6835783E+00  
50  27   1.5635562E+02   1.5635562E+02  
50  28   1.5635562E+02   1.5635562E+02  
50  29   4.8205908E+01   4.8205908E+01  
50  30   3.8014348E+00   3.8014348E+00  
50  31   2.6075343E+00   2.6075343E+00  
50  32   1.5635562E+02   1.5635562E+02  
50  33   7.9093642E+00   7.9093642E+00  
50  34   8.3116423E+00   8.3116423E+00  
50  35   4.9327228E+00   4.9327228E+00  
50  36   1.4672856E+01   1.4672856E+01  
50  37   4.1003026E+01   4.1003026E+01  
50  38   1.0088088E+01   1.0088088E+01  
50  39   2.5000549E+00   2.5000549E+00  
50  40   3.6697983E+00   3.6697983E+00  
51  1   1.4490753E+01   1.4490753E+01  
51  2   5.6107683E+00   5.6107683E+00  
51  3   3.6176205E+00   3.6176205E+00  
51  4   1.7932069E+01   1.7932069E+01  
51  5   3.4338222E+00   3.4338222E+00  
51  6   1.3360948E+01   1.3360948E+01  
51  7   2.0321873E+00   2.0321873E+00  
51  8   4.8161244E+00   4.8161244E+00  
51  9   1.0230450E+01   1.0230450E+01  
51  10   6.8324742E+00   6.8324742E+00  
51  11   2.4743860E+01   2.4743860E+01  
51  12   3.3943637E+00   3.3943637E+00  
51  13   6.6931536E-01   6.6931536E-01  
51  14   9.1933361E+00   9.1933361E+00  
51  15   1.3475514E+01   1.3475514E+01  
51  16   1.9438007E+01   1.9438007E+01  
51  17   2.9855181E+00   2.9855181E+00  
51  18   3.0423147E+00   3.0423147E+00  
51  19   2.3998590E+00   2.3998590E+00  
51  20   8.0571653E+00   8.0571653E+00  
51  21   1.9050197E+00   1.9050197E+00  
51  22   3.5021841E+01   3.5021841E+01  
51  23   3.7909241E+00   3.7909241E+00  
51  24   9.1521258E+00   9.1521258E+00  
51  25   4.5359525E+01   4.5359525E+01  
51  26   1.3908200E+01   1.3908200E+01  
51  27   3.4022494E+00   3.4022494E+00  
51  28   1.5635562E+02   1.5635562E+02  
51  29   2.9564165E+01   2.9564165E+01  
51  30   3.9111465E+00   3.9111465E+00  
51  31   4.4405250E+00   4.4405250E+00  
51  32   1.5635562E+02   1.5635562E+02  
51  33   1.0970105E+01   1.0970105E+01  
51  34   1.0009029E+01   1.0009029E+01  
51  35   8.4939798E+00   8.4939798E+00  
51  36   8.7786663E+00   8.7786663E+00  
51  37   6.7734864E+00   6.7734864E+00  
51  38   2.5050119E+01   2.5050119E+01  
51  39   3.0747695E+00   3.0747695E+00  
51  40   4.1039128E+00   4.1039128E+00  
52  1   1.4617619E+01   1.4617619E+01  
52  2   9.6125944E+00   9.6125944E+00  
52  3   4.9649702E+00   4.9649702E+00  
52  4   9.5018859E+00   9.5018859E+00  
52  5   2.7837086E+00   2.7837086E+00  
52  6   8.2007814E+00   8.2007814E+00  
52  7   2.7125871E+00   2.7125871E+00  
52  8   9.7872044E+00   9.7872044E+00  
52  9   7.6960537E+00   7.6960537E+00  
52  10   6.3466409E+00   6.3466409E+00  
52  11   9.0792052E+00   9.0792052E+00  
52  12   3.6266767E+00   3.6266767E+00  
52  13   9.2426993E-01   9.2426993E-01  
52  14   7.6278462E+00   7.6278462E+00  
52  15   2.5616183E+00   2.5616183E+00  
52  16   1.0089588E+01   1.0089588E+01  
52  17   2.2127124E+00   2.2127124E+00  
52  18   2.7993383E+00   2.7993383E+00  
52  19   2.8651210E+00   2.8651210E+00  
52  20   3.6528880E+00   3.6528880E+00  
52  21   1.7808632E+00   1.7808632E+00  
52  22   1.5635562E+02   1.5635562E+02  
52  23   5.2889820E+00   5.2889820E+00  
52  24   6.0148230E+00   6.0148230E+00  
52  25   3.9673737E+01   3.9673737E+01  
52  26   6.9969794E+00   6.9969794E+00  
52  27   1.7573081E+01   1.7573081E+01  
52  28   5.9899747E+00   5.9899747E+00  
52  29   5.4180801E+00   5.4180801E+00  
52  30   5.2098185E+00   5.2098185E+00  
52  31   1.9157401E+01   1.9157401E+01  
52  32   8.7259130E+00   8.7259130E+00  
52  33   9.7307296E+00   9.7307296E+00  
52  34   4.6831886E+00   4.6831886E+00  
52  35   5.6101996E+00   5.6101996E+00  
52  36   5.3598292E+00   5.3598292E+00  
52  37   8.3540445E+00   8.3540445E+00  
52  38   2.6191852E+01   2.6191852E+01  
52  39   1.7181026E+00   1.7181026E+00  
52  40   4.0178873E+00   4.0178873E+00  
53  1   2.4100672E+01   2.4100672E+01  
53  2   2.3867421E+01   2.3867421E+01  
53  3   3.1623298E+00   3.1623298E+00  
53  4   8.0875783E+00   8.0875783E+00  
53  5   2.4730955E+00   2.4730955E+00  
53  6   5.5686559E+00   5.5686559E+00  
53  7   3.3429869E+00   3.3429869E+00  
53  8   1.3008684E+01   1.3008684E+01  
53  9   6.9822737E+00   6.9822737E+00  
53  10   7.3395897E+00   7.3395897E+00  
53  11   6.0559211E+00   6.0559211E+00  
53  12   3.4164200E+00   3.4164200E+00  
53  13   1.3580195E+00   1.3580195E+00  
53  14   1.1600081E+01   1.1600081E+01  
53  15   2.5780362E+01   2.5780362E+01  
53  16   8.1605072E+00   8.1605072E+00  
53  17   2.4404653E+00   2.4404653E+00  
53  18   2.8414361E+00   2.8414361E+00  
53  19   2.8124923E+00   2.8124923E+00  
53  20   3.2060112E+00   3.2060112E+00  
53  21   1.8303694E+00   1.8303694E+00  
53  22   1.3199304E+01   1.3199304E+01  
53  23   9.2148504E+00   9.2148504E+00  
53  24   7.9057734E+00   7.9057734E+00  
53  25   2.4498097E+01   2.4498097E+01  
53  26   5.5589091E+00   5.5589091E+00  
53  27   1.2661672E+01   1.2661672E+01  
53  28   8.5599817E+00   8.5599817E+00  
53  29   1.3915175E+01   1.3915175E+01  
53  30   5.8250355E+00   5.8250355E+00  
53  31   1.1912361E+01   1.1912361E+01  
53  32   1.0745916E+01   1.0745916E+01  
53  33   8.5106638E+00   8.5106638E+00  
53  34   6.4862630E+00   6.4862630E+00  
53  35   3.3774245E+00   3.3774245E+00  
53  36   1.5635562E+02   1.5635562E+02  
53  37   6.3308389E+00   6.3308389E+00  
53  38   8.4262287E+00   8.4262287E+00  
53  39   2.7668332E+00   2.7668332E+00  
53  40   2.8109959E+00   2.8109959E+00  
54  1   3.4132105E+01   3.4132105E+01  
54  2   1.4096853E+01   1.4096853E+01  
54  3   6.6956418E+00   6.6956418E+00  
54  4   1.0474706E+01   1.0474706E+01  
54  5   2.4822552E+00   2.4822552E+00  
54  6   4.3265516E+00   4.3265516E+00  
54  7   2.3528456E+00   2.3528456E+00  
54  8   1.5635562E+02   1.5635562E+02  
54  9   9.4423353E+00   9.4423353E+00  
54  10   8.1750509E+00   8.1750509E+00  
54  11   5.1993573E+00   5.1993573E+00  
54  12   3.1851064E+00   3.1851064E+00  
54  13   1.2081557E+00   1.2081557E+00  
54  14   2.1678250E+01   2.1678250E+01  
54  15   2.3884135E+01   2.3884135E+01  
54  16   4.4589043E+00   4.4589043E+00  
54  17   1.7079457E+00   1.7079457E+00  
54  18   2.1925147E+00   2.1925147E+00  
54  19   2.4901387E+01   2.4901387E+01  
54  20   3.2889568E+00   3.2889568E+00  
54  21   1.8183575E+00   1.8183575E+00  
54  22   5.5915041E+00   5.5915041E+00  
54  23   2.7276623E+00   2.7276623E+00  
54  24   1.0653534E+01   1.0653534E+01  
54  25   1.5392637E+01   1.5392637E+01  
54  26   4.5548568E+00   4.5548568E+00  
54  27   4.2263035E+00   4.2263035E+00  
54  28   2.3436224E+01   2.3436224E+01  
54  29   1.5635562E+02   1.5635562E+02  
54  30   6.6498372E+00   6.6498372E+00  
54  31   2.9257246E+00   2.9257246E+00  
54  32   1.1706614E+01   1.1706614E+01  
54  33   3.5140371E+00   3.5140371E+00  
54  34   4.0407076E+01   4.0407076E+01  
54  35   3.3792250E+00   3.3792250E+00  
54  36   1.3160340E+01   1.3160340E+01  
54  37   1.5635562E+02   1.5635562E+02  
54  38   3.3111297E+00   3.3111297E+00  
54  39   2.8443508E+00   2.8443508E+00  
54  40   3.9736931E+00   3.9736931E+00  
55  1   2.7049339E+01   2.7049339E+01  
55  2   9.3054956E+00   9.3054956E+00  
55  3   4.8805760E+00   4.8805760E+00  
55  4   1.6943114E+01   1.6943114E+01  
55  5   6.9490101E+00   6.9490101E+00  
55  6   1.2463608E+01   1.2463608E+01  
55  7   1.7940821E+00   1.7940821E+00  
55  8   1.5635562E+02   1.5635562E+02  
55  9   9.0137621E+00   9.0137621E+00  
55  10   4.4107807E+00   4.4107807E+00  
55  11   3.2625394E+00   3.2625394E+00  
55  12   1.6573127E+00   1.6573127E+00  
55  13   9.1127328E-01   9.1127328E-01  
55  14   1.6407102E+01   1.6407102E+01  
55  15   8.9303566E+00   8.9303566E+00  
55  16   4.8630077E+00   4.8630077E+00  
55  17   1.6411904E+00   1.6411904E+00  
55  18   4.8613806E+00   4.8613806E+00  
55  19   2.3291650E+01   2.3291650E+01  
55  20   3.2469445E+00   3.2469445E+00  
55  21   1.8054070E+00   1.8054070E+00  
55  22   1.5635562E+02   1.5635562E+02  
55  23   5.1156479E+00   5.1156479E+00  
55  24   7.6202702E+00   7.6202702E+00  
55  25   2.2474828E+00   2.2474828E+00  
55  26   1.4289902E+01   1.4289902E+01  
55  27   1.1798197E+01   1.1798197E+01  
55  28   1.5635562E+02   1.5635562E+02  
55  29   1.5635562E+02   1.5635562E+02  
55  30   6.0873418E+00   6.0873418E+00  
55  31   2.8705028E+00   2.8705028E+00  
55  32   9.3138590E+00   9.3138590E+00  
55  33   1.2700830E+01   1.2700830E+01  
55  34   5.7498507E+00   5.7498507E+00  
55  35   6.0174848E+00   6.0174848E+00  
55  36   1.9579585E+01   1.9579585E+01  
55  37   2.8114410E+00   2.8114410E+00  
55  38   1.5635562E+02   1.5635562E+02  
55  39   3.0606832E+00   3.0606832E+00  
55  40   3.1290664E+00   3.1290664E+00  
56  1   4.4475906E+00   4.4475906E+00  
56  2   8.9263892E+00   8.9263892E+00  
56  3   2.9243876E+00   2.9243876E+00  
56  4   1.1358955E+01   1.1358955E+01  
56  5   6.6841525E+00   6.6841525E+00  
56  6   4.3495271E+01   4.3495271E+01  
56  7   3.5615169E+00   3.5615169E+00  
